ID,Latitude,Longitude,variable,,,,
USW00024121,40.8289,-115.7886,TMAX,1890,2020,,
USC00210252,48.3311,-96.8253,TMAX,1890,2019,,
USC00210252,48.3311,-96.8253,SNOW,1890,2019,,
USC00252205,41.2492,-97.1328,WT01,1890,2019,,
USC00252205,41.2492,-97.1328,WT04,1890,2019,,
USC00309292,41.3906,-73.9608,TMAX,1890,2019,,
USC00309292,41.3906,-73.9608,TMIN,1890,2019,,
USC00021654,34.7569,-112.4567,PRCP,1941,2019,,
USC00309292,41.3906,-73.9608,SNOW,1890,2019,,
USC00012758,31.445,-86.9533,TMAX,1890,2018,,
USC00012758,31.445,-86.9533,TMIN,1890,2018,,
USC00021664,32.0061,-109.3572,PRCP,1909,2020,,
USC00152775,38.6872,-84.3586,SNWD,1890,2018,,
USC00194313,42.6408,-71.3636,WT03,1890,2018,,
USC00260507,39.4931,-117.0675,WT03,1890,2018,,
USC00402108,35.5497,-89.7,TMAX,1890,2018,,
USC00402108,35.5497,-89.7,TMIN,1890,2018,,
USC00021849,33.0561,-109.3072,PRCP,1893,2012,,
USC00200146,43.3869,-84.6483,WT01,1890,2017,,
USC00266252,37.9339,-114.4522,WT11,1890,2015,,
USC00013511,32.6922,-87.5761,SNOW,1890,2013,,
USC00090979,31.2239,-84.5553,TMIN,1890,2013,,
USC00406371,35.9203,-86.3728,WT01,1890,2013,,
USC00260507,39.4931,-117.0675,WT05,1890,2012,,
USC00021920,36.9936,-112.9719,PRCP,1963,2012,,
USC00469436,39.0439,-80.4725,SNOW,1890,2012,,
USC00035514,35.6464,-93.4347,TMAX,1890,2011,,
USC00412758,26.2981,-98.1575,SNOW,1890,2010,,
USC00469436,39.0439,-80.4725,WT01,1890,2010,,
USC00017304,34.6736,-86.0536,TMAX,1891,2020,,
USC00017304,34.6736,-86.0536,TMIN,1891,2020,,
USC00022109,34.305,-112.165,PRCP,1925,2020,,
USC00022140,31.3456,-110.2542,PRCP,1960,2020,,
USC00030220,34.1433,-93.0589,SNOW,1891,2020,,
USC00030220,34.1433,-93.0589,SNWD,1891,2020,,
USC00033164,36.1956,-93.1061,TMAX,1891,2020,,
USC00033164,36.1956,-93.1061,TMIN,1891,2020,,
USC00022434,32.9711,-113.4981,PRCP,1972,2010,,
USC00033164,36.1956,-93.1061,SNOW,1891,2020,,
USC00034756,34.5978,-94.29,TMAX,1891,2020,,
USC00034756,34.5978,-94.29,TMIN,1891,2020,,
USC00090140,31.5339,-84.1489,TMAX,1891,2020,,
USC00090140,31.5339,-84.1489,TMIN,1891,2020,,
USC00092966,32.2003,-83.2058,TMAX,1891,2020,,
USC00092966,32.2003,-83.2058,TMIN,1891,2020,,
USC00093060,34.1408,-82.855,TMAX,1891,2020,,
USC00093060,34.1408,-82.855,TMIN,1891,2020,,
USC00022659,31.345,-109.5394,PRCP,1948,2020,,
USC00093621,34.3006,-83.86,TMAX,1891,2020,,
USC00093621,34.3006,-83.86,TMIN,1891,2020,,
USC00095988,33.3328,-83.6975,TMAX,1891,2020,,
USC00095988,33.3328,-83.6975,TMIN,1891,2020,,
USC00096335,33.3997,-84.915,TMAX,1891,2020,,
USC00096335,33.3997,-84.915,TMIN,1891,2020,,
USC00098740,34.5786,-83.3319,TMAX,1891,2020,,
USC00098740,34.5786,-83.3319,TMIN,1891,2020,,
USC00099194,33.0714,-82.0072,TMAX,1891,2020,,
USC00099194,33.0714,-82.0072,TMIN,1891,2020,,
USC00022754,32.7481,-109.1214,PRCP,1901,2020,,
USC00125117,40.7478,-86.3878,SNOW,1891,2020,,
USC00022790,33.6133,-114.4706,PRCP,1977,2019,,
USC00134381,40.3967,-91.375,SNOW,1891,2020,,
USC00143810,39.6678,-95.52,TMAX,1891,2020,,
USC00143810,39.6678,-95.52,TMIN,1891,2020,,
USC00023110,32.6231,-109.9428,PRCP,1900,2014,,
USC00143810,39.6678,-95.52,SNWD,1891,2020,,
USC00023150,33.0094,-109.9855,PRCP,1966,2020,,
USC00200230,42.2981,-83.6639,TMAX,1891,2020,,
USC00200230,42.2981,-83.6639,TMIN,1891,2020,,
USC00023160,35.2681,-111.7428,PRCP,1909,2018,,
USC00200230,42.2981,-83.6639,SNOW,1891,2020,,
USC00201468,45.3172,-85.2672,TMAX,1891,2020,,
USC00201468,45.3172,-85.2672,TMIN,1891,2020,,
USC00023190,33.6028,-111.7131,PRCP,1979,2020,,
USC00201468,45.3172,-85.2672,SNOW,1891,2020,,
USC00201492,45.6528,-84.4725,TMAX,1891,2020,,
USC00201492,45.6528,-84.4725,TMIN,1891,2020,,
USC00023250,36.9414,-112.5258,PRCP,1906,2011,,
USC00201492,45.6528,-84.4725,SNOW,1891,2020,,
USC00203391,44.6547,-84.6997,TMAX,1891,2020,,
USC00203391,44.6547,-84.6997,TMIN,1891,2020,,
USC00023303,35.7089,-109.5539,PRCP,1929,2016,,
USC00203391,44.6547,-84.6997,SNOW,1891,2020,,
USC00203823,41.9353,-84.6411,TMAX,1891,2020,,
USC00203823,41.9353,-84.6411,TMIN,1891,2020,,
USC00023393,32.9481,-112.7131,PRCP,1892,2020,,
USC00023448,34.1111,-111.2758,PRCP,1895,2020,,
USC00205488,43.2836,-83.4792,SNOW,1891,2020,,
USC00206507,45.3725,-84.9767,TMAX,1891,2020,,
USC00206507,45.3725,-84.9767,TMIN,1891,2020,,
USC00023596,36.0528,-112.1503,PRCP,1976,2012,,
USC00206507,45.3725,-84.9767,SNOW,1891,2020,,
USC00224939,31.6756,-89.1236,TMAX,1891,2020,,
USC00224939,31.6756,-89.1236,TMIN,1891,2020,,
USC00224939,31.6756,-89.1236,TOBS,1891,2020,,
USC00023683,34.0219,-109.4519,PRCP,1904,2011,,
USC00228374,33.4692,-88.7822,TMAX,1891,2020,,
USC00228374,33.4692,-88.7822,TMIN,1891,2020,,
USC00023828,34.7433,-111.4139,PRCP,1969,2020,,
USC00267908,38.4231,-115.0225,TMAX,1891,2020,,
USC00267908,38.4231,-115.0225,TMIN,1891,2020,,
USC00023961,34.3925,-110.5581,PRCP,1950,2020,,
USC00267908,38.4231,-115.0225,SNOW,1891,2020,,
USC00268761,39.3128,-119.6483,SNWD,1891,2020,,
USC00024089,34.9094,-110.1544,PRCP,1893,2010,,
USC00304912,43.7928,-75.4828,SNOW,1891,2020,,
USC00311677,35.9086,-79.0794,TMAX,1891,2020,,
USC00311677,35.9086,-79.0794,TMIN,1891,2020,,
USC00024182,33.9825,-111.7139,PRCP,1948,2020,,
USC00311677,35.9086,-79.0794,SNWD,1891,2020,,
USC00311975,35.4111,-80.5833,TMAX,1891,2020,,
USC00311975,35.4111,-80.5833,TMIN,1891,2020,,
USC00024453,34.7522,-112.1114,PRCP,1897,2020,,
USC00024586,35.8108,-110.1933,PRCP,1894,2015,,
USC00024675,31.9603,-111.5978,PRCP,1960,2020,,
USC00367863,40.6831,-79.6683,WT01,1891,2020,,
USC00024702,33.2742,-113.9653,PRCP,1952,2017,,
USC00403280,35.9417,-86.8686,SNOW,1891,2020,,
USC00403679,36.1056,-82.8436,SNOW,1891,2020,,
USC00024829,33.3372,-112.1469,PRCP,1948,2018,,
USC00024849,36.8644,-111.6022,PRCP,1916,2012,,
USC00024977,33.4992,-112.3631,PRCP,1917,2020,,
USC00025129,36.4192,-109.2269,PRCP,1914,2010,,
USC00025270,33.1139,-112.0303,PRCP,1960,2013,,
USC00025412,34.1142,-109.8589,PRCP,1920,2020,,
USC00441746,36.6214,-78.5506,SNOW,1891,2020,,
USC00025418,31.6017,-109.6686,PRCP,1960,2020,,
USC00442245,36.5628,-79.3633,SNOW,1891,2020,,
USC00442245,36.5628,-79.3633,WT01,1891,2020,,
USC00450008,46.9658,-123.8292,TMAX,1891,2020,,
USC00450008,46.9658,-123.8292,TMIN,1891,2020,,
USC00025467,33.4114,-111.8183,PRCP,1896,2017,,
USC00458773,45.6778,-122.6511,TMAX,1891,2020,,
USC00458773,45.6778,-122.6511,TMIN,1891,2020,,
USC00458773,45.6778,-122.6511,SNWD,1891,2020,,
USC00461220,38.9803,-80.22,TMAX,1891,2020,,
USC00461220,38.9803,-80.22,TMIN,1891,2020,,
USC00461220,38.9803,-80.22,SNOW,1891,2020,,
USC00463544,38.9339,-80.8317,TMAX,1891,2020,,
USC00463544,38.9339,-80.8317,TMIN,1891,2020,,
USC00467730,39.3389,-78.7711,TMAX,1891,2020,,
USC00467730,39.3389,-78.7711,TMIN,1891,2020,,
USC00481736,41.3975,-110.0883,TMAX,1891,2020,,
USC00025494,35.0364,-111.0231,PRCP,1962,2020,,
USC00481736,41.3975,-110.0883,SNOW,1891,2020,,
USW00014914,46.9253,-96.8111,TMAX,1891,2020,,
USW00014914,46.9253,-96.8111,TMIN,1891,2020,,
USC00025512,33.4044,-110.87,PRCP,1914,2017,,
USC00091665,34.2042,-84.7925,TMAX,1891,2019,,
USC00091665,34.2042,-84.7925,TMIN,1891,2019,,
USC00126001,37.9286,-87.8956,WT04,1891,2019,,
USC00441746,36.6214,-78.5506,WT01,1891,2019,,
USC00456610,46.4672,-117.5883,TMAX,1891,2019,,
USC00456610,46.4672,-117.5883,TMIN,1891,2019,,
USC00025635,34.6106,-111.8381,PRCP,1938,2020,,
USC00456610,46.4672,-117.5883,SNOW,1891,2019,,
USC00224939,31.6756,-89.1236,SNOW,1891,2018,,
USC00224939,31.6756,-89.1236,SNWD,1891,2018,,
USC00225247,33.1356,-89.0711,TMAX,1891,2018,,
USC00225247,33.1356,-89.0711,TMIN,1891,2018,,
USC00025665,36.9853,-110.12,PRCP,1980,2012,,
USC00025700,33.5544,-111.4425,PRCP,1923,2020,,
USC00095874,33.0831,-83.2497,TMAX,1891,2017,,
USC00095874,33.0831,-83.2497,TMIN,1891,2017,,
USC00163079,32.775,-92.4075,TMAX,1891,2017,,
USC00163079,32.775,-92.4075,TMIN,1891,2017,,
USC00025732,32.4486,-110.7544,PRCP,1958,2020,,
USC00432769,44.9094,-72.8083,TMAX,1891,2017,,
USC00432769,44.9094,-72.8083,TMIN,1891,2017,,
USC00025825,34.3219,-111.4533,PRCP,1893,2020,,
USC00432769,44.9094,-72.8083,SNOW,1891,2017,,
USC00432769,44.9094,-72.8083,SNWD,1891,2017,,
USC00467785,39.3419,-79.6697,WT03,1891,2017,,
USW00094728,40.7789,-73.9692,WT04,1891,2017,,
USC00220488,34.3061,-89.9806,TMAX,1891,2016,,
USC00220488,34.3061,-89.9806,TMIN,1891,2016,,
USC00025924,31.4553,-110.9681,PRCP,1952,2020,,
USC00456096,48.6117,-122.8064,TMAX,1891,2016,,
USC00456096,48.6117,-122.8064,TMIN,1891,2016,,
USC00026119,32.6025,-110.7344,PRCP,1950,2011,,
USC00456096,48.6117,-122.8064,WT03,1891,2016,,
USC00026132,31.9556,-112.8003,PRCP,1944,2020,,
USC00014798,32.5811,-88.1897,TMAX,1891,2014,,
USC00014798,32.5811,-88.1897,TMIN,1891,2014,,
USC00026180,36.9208,-111.4483,PRCP,1957,2012,,
USC00018178,31.9172,-87.7347,TMAX,1891,2014,,
USC00018178,31.9172,-87.7347,TMIN,1891,2014,,
USC00026190,35.0681,-109.7689,PRCP,1973,2020,,
USC00203947,42.5939,-83.9325,TMAX,1891,2014,,
USC00203947,42.5939,-83.9325,TMIN,1891,2014,,
USC00026194,33.0772,-113.0317,PRCP,1960,2020,,
USC00203947,42.5939,-83.9325,SNOW,1891,2014,,
USC00314987,35.4083,-78.8208,SNOW,1891,2014,,
USC00456096,48.6117,-122.8064,SNOW,1891,2014,,
USC00099291,32.8861,-85.1839,TMAX,1891,2013,,
USC00099291,32.8861,-85.1839,TMIN,1891,2013,,
USC00201492,45.6528,-84.4725,WT11,1891,2013,,
USC00354670,42.2414,-120.3678,SNOW,1891,2013,,
USC00354670,42.2414,-120.3678,SNWD,1891,2013,,
USC00026242,31.9353,-109.2186,PRCP,1906,2020,,
USC00091585,34.2072,-84.5039,SNOW,1891,2011,,
USC00026250,34.1547,-114.2908,PRCP,1893,2020,,
USC00115888,38.4106,-87.7578,SNOW,1891,2011,,
USC00134381,40.3967,-91.375,WT01,1891,2011,,
USC00144588,39.3256,-94.9189,TMAX,1891,2011,,
USC00144588,39.3256,-94.9189,TMIN,1891,2011,,
USC00026282,31.5392,-110.7603,PRCP,1978,2020,,
USC00097276,30.7836,-83.5692,TMAX,1891,2010,,
USC00097276,30.7836,-83.5692,TMIN,1891,2010,,
USC00153430,37.2572,-85.5011,SNOW,1891,2010,,
USC00220488,34.3061,-89.9806,WT03,1891,2010,,
USC00456678,48.1161,-122.7586,TMAX,1891,2010,,
USC00456678,48.1161,-122.7586,TMIN,1891,2010,,
USC00026321,34.4003,-111.5106,PRCP,1974,2013,,
USC00456678,48.1161,-122.7586,SNOW,1891,2010,,
USC00026353,31.9356,-109.8378,PRCP,1913,2020,,
USC00023393,32.9481,-112.7131,TMAX,1892,2020,,
USC00023393,32.9481,-112.7131,TMIN,1892,2020,,
USC00026468,34.7994,-109.885,PRCP,1931,2020,,
USC00023393,32.9481,-112.7131,SNOW,1892,2020,,
USC00023393,32.9481,-112.7131,SNWD,1892,2020,,
USC00026471,36.1067,-112.0947,PRCP,1966,2020,,
USC00030746,36.1367,-91.1172,SNOW,1892,2020,,
USC00032444,36.1006,-94.1744,TMAX,1892,2020,,
USC00026601,34.1239,-109.9219,PRCP,1943,2020,,
USC00033242,34.5211,-90.59,SNWD,1892,2020,,
USC00033428,33.7092,-93.5564,TMAX,1892,2020,,
USC00033428,33.7092,-93.5564,TMIN,1892,2020,,
USC00026616,36.8625,-112.7375,PRCP,1963,2020,,
USC00033428,33.7092,-93.5564,SNOW,1892,2020,,
USC00033428,33.7092,-93.5564,SNWD,1892,2020,,
USC00034666,35.9117,-92.6564,TMAX,1892,2020,,
USC00034666,35.9117,-92.6564,TMIN,1892,2020,,
USC00026653,34.1003,-110.9658,PRCP,1964,2020,,
USC00034666,35.9117,-92.6564,SNOW,1892,2020,,
USC00034666,35.9117,-92.6564,SNWD,1892,2020,,
USC00035514,35.6464,-93.4347,SNOW,1892,2020,,
USC00035908,33.8203,-93.3878,SNOW,1892,2020,,
USC00036506,35.2678,-91.7167,TMAX,1892,2020,,
USC00036506,35.2678,-91.7167,TMIN,1892,2020,,
USC00026716,31.8833,-109.2056,PRCP,1965,2020,,
USC00036506,35.2678,-91.7167,SNOW,1892,2020,,
USC00036918,34.4764,-91.5381,SNWD,1892,2020,,
USC00026796,34.5706,-112.4322,PRCP,1898,2020,,
USC00080478,27.8861,-81.8325,TMAX,1892,2020,,
USC00080478,27.8861,-81.8325,TMIN,1892,2020,,
USC00026840,33.8556,-111.3064,PRCP,1973,2014,,
USC00082229,29.0097,-81.2981,TMAX,1892,2020,,
USC00082229,29.0097,-81.2981,TMIN,1892,2020,,
USC00026865,33.665,-114.2272,PRCP,1908,2020,,
USC00082944,30.6669,-81.4525,TMAX,1892,2020,,
USC00082944,30.6669,-81.4525,TMIN,1892,2020,,
USC00027036,32.4275,-110.4875,PRCP,1941,2020,,
USC00084731,30.1853,-82.5942,TMAX,1892,2020,,
USC00084731,30.1853,-82.5942,TMIN,1892,2020,,
USC00027281,33.6731,-111.1508,PRCP,1905,2020,,
USC00027334,31.7561,-109.4131,PRCP,1893,2015,,
USC00087205,28.0208,-82.1386,TMAX,1892,2020,,
USC00087205,28.0208,-82.1386,TMIN,1892,2020,,
USC00088824,28.1522,-82.7539,TMAX,1892,2020,,
USC00088824,28.1522,-82.7539,TMIN,1892,2020,,
USC00027370,33.0722,-111.7661,PRCP,1908,2012,,
USC00027390,32.815,-109.6808,PRCP,1948,2020,,
USC00090140,31.5339,-84.1489,SNOW,1892,2020,,
USC00092266,31.985,-83.7747,TMAX,1892,2020,,
USC00092266,31.985,-83.7747,TMIN,1892,2020,,
USC00027435,34.5172,-109.4028,PRCP,1901,2020,,
USC00027480,33.1819,-110.5261,PRCP,1900,2020,,
USC00093060,34.1408,-82.855,SNOW,1892,2020,,
USC00027488,35.2239,-109.3222,PRCP,1949,2020,,
USC00094170,32.2842,-83.4681,TMAX,1892,2020,,
USC00094170,32.2842,-83.4681,TMIN,1892,2020,,
USC00027530,32.6014,-110.6292,PRCP,1954,2020,,
USC00094941,34.8531,-85.3142,TMAX,1892,2020,,
USC00094941,34.8531,-85.3142,TMIN,1892,2020,,
USC00027560,32.2714,-109.2256,PRCP,1898,2020,,
USC00095204,33.7764,-82.4714,TMAX,1892,2020,,
USC00095204,33.7764,-82.4714,TMIN,1892,2020,,
USC00027593,31.7625,-110.8464,PRCP,1950,2010,,
USC00027619,31.4831,-111.5436,PRCP,1959,2020,,
USC00027622,31.6036,-111.6022,PRCP,1950,2020,,
USC00027708,34.8956,-111.7644,PRCP,1943,2010,,
USC00099157,33.7264,-82.7058,TMAX,1892,2020,,
USC00099157,33.7264,-82.7058,TMIN,1892,2020,,
USC00027716,35.3322,-112.8797,PRCP,1904,2020,,
USC00027855,34.2639,-110.0075,PRCP,1965,2020,,
USC00106891,44.0764,-116.9311,TMAX,1892,2020,,
USC00106891,44.0764,-116.9311,TMIN,1892,2020,,
USC00028012,34.5081,-110.0839,PRCP,1897,2016,,
USC00107264,48.9994,-116.4992,TMIN,1892,2020,,
USC00028162,34.1311,-109.275,PRCP,1911,2020,,
USC00116526,41.3283,-88.9106,TMAX,1892,2020,,
USC00116526,41.3283,-88.9106,TMIN,1892,2020,,
USC00028214,33.5575,-111.5358,PRCP,1939,2020,,
USC00116526,41.3283,-88.9106,SNOW,1892,2020,,
USC00028326,33.9733,-109.5631,PRCP,1971,2020,,
USC00131319,42.0497,-91.5881,TMAX,1892,2020,,
USC00131319,42.0497,-91.5881,TMIN,1892,2020,,
USC00028329,35.3694,-111.5436,PRCP,1969,2020,,
USC00131319,42.0497,-91.5881,SNOW,1892,2020,,
USC00141740,37.1767,-94.8428,TMAX,1892,2020,,
USC00141740,37.1767,-94.8428,TMIN,1892,2020,,
USC00028396,32.7225,-113.9192,PRCP,1969,2020,,
USC00141740,37.1767,-94.8428,SNOW,1892,2020,,
USC00143527,38.8586,-99.3358,TMAX,1892,2020,,
USC00143527,38.8586,-99.3358,TMIN,1892,2020,,
USC00028468,36.9233,-109.09,PRCP,1962,2020,,
USC00145363,39.1247,-97.7047,TMAX,1892,2020,,
USC00145363,39.1247,-97.7047,TMIN,1892,2020,,
USC00028499,33.4258,-111.9217,PRCP,1953,2020,,
USC00145363,39.1247,-97.7047,SNOW,1892,2020,,
USC00028598,33.4519,-112.2433,PRCP,1951,2020,,
USC00145888,39.1131,-100.9447,SNOW,1892,2020,,
USC00148495,39.0147,-99.8722,TMIN,1892,2020,,
USC00028619,31.7119,-110.0686,PRCP,1893,2020,,
USC00148495,39.0147,-99.8722,SNOW,1892,2020,,
USC00148535,38.9111,-101.5853,SNOW,1892,2020,,
USC00155640,38.0583,-83.9333,TMAX,1892,2020,,
USC00155640,38.0583,-83.9333,TMIN,1892,2020,,
USC00028641,33.4203,-112.86,PRCP,1951,2010,,
USC00155640,38.0583,-83.9333,SNOW,1892,2020,,
USC00160098,31.3206,-92.4611,TMAX,1892,2020,,
USC00160098,31.3206,-92.4611,TMIN,1892,2020,,
USC00028650,34.3839,-111.0972,PRCP,1975,2011,,
USC00164674,29.9592,-91.7108,TMAX,1892,2020,,
USC00164674,29.9592,-91.7108,TMIN,1892,2020,,
USC00028792,36.1306,-111.2436,PRCP,1897,2013,,
USC00028796,32.2817,-110.9442,PRCP,1893,2012,,
USC00203823,41.9353,-84.6411,SNOW,1892,2020,,
USC00028865,31.5678,-111.0497,PRCP,1946,2020,,
USC00220021,33.83,-88.5214,TMAX,1892,2020,,
USC00220021,33.83,-88.5214,TMIN,1892,2020,,
USC00028904,34.7706,-112.0264,PRCP,1977,2020,,
USC00221389,32.6714,-90.0361,TMAX,1892,2020,,
USC00221389,32.6714,-90.0361,TMIN,1892,2020,,
USC00029114,36.9953,-111.4914,PRCP,1961,2012,,
USC00221707,34.1864,-90.5572,TMAX,1892,2020,,
USC00221707,34.1864,-90.5572,TMIN,1892,2020,,
USC00029156,35.1722,-111.5097,PRCP,1910,2020,,
USC00222094,31.9461,-90.3775,TMAX,1892,2020,,
USC00222094,31.9461,-90.3775,TMIN,1892,2020,,
USC00029158,34.9281,-112.8097,PRCP,1915,2020,,
USC00226177,31.5889,-91.3408,TMAX,1892,2020,,
USC00226177,31.5889,-91.3408,TMIN,1892,2020,,
USC00029166,34.3117,-112.562,PRCP,1893,2020,,
USC00029271,33.8214,-109.9839,PRCP,1900,2012,,
USC00227106,34.2486,-88.9975,SNOW,1892,2020,,
USC00229439,31.6772,-88.6708,TMAX,1892,2020,,
USC00229439,31.6772,-88.6708,TMIN,1892,2020,,
USC00029287,33.9792,-112.7403,PRCP,1908,2015,,
USC00029309,34.7056,-113.6125,PRCP,1925,2020,,
USC00233793,38.7017,-91.4314,SNOW,1892,2020,,
USC00241044,45.6622,-111.4064,TMAX,1892,2020,,
USC00241044,45.6622,-111.4064,TMIN,1892,2020,,
USC00029334,32.2553,-109.8369,PRCP,1898,2020,,
USC00241044,45.6622,-111.4064,SNOW,1892,2020,,
USC00241044,45.6622,-111.4064,SNWD,1892,2020,,
USC00259200,41.845,-96.7142,TMAX,1892,2020,,
USC00259200,41.845,-96.7142,TMIN,1892,2020,,
USC00259200,41.845,-96.7142,WT05,1892,2020,,
USC00264935,41.9953,-117.72,TMAX,1892,2020,,
USC00264935,41.9953,-117.72,TMIN,1892,2020,,
USC00029359,35.2414,-112.1928,PRCP,1897,2020,,
USC00264935,41.9953,-117.72,SNOW,1892,2020,,
USC00264950,39.4136,-114.7733,TMAX,1892,2020,,
USC00264950,39.4136,-114.7733,TMIN,1892,2020,,
USC00029464,33.7775,-112.5231,PRCP,1923,2020,,
USC00264950,39.4136,-114.7733,SNOW,1892,2020,,
USC00029542,35.5247,-111.3703,PRCP,1940,2020,,
USC00274556,44.4958,-71.5767,SNOW,1892,2020,,
USC00298501,36.3628,-104.585,TMAX,1892,2020,,
USC00298501,36.3628,-104.585,TMIN,1892,2020,,
USC00029562,31.4517,-110.2267,PRCP,1939,2015,,
USC00298501,36.3628,-104.585,SNOW,1892,2020,,
USC00304912,43.7928,-75.4828,TMAX,1892,2020,,
USC00304912,43.7928,-75.4828,TMIN,1892,2020,,
USC00029634,33.595,-112.3014,PRCP,1964,2020,,
USC00316001,35.0714,-83.9683,WT01,1892,2020,,
USC00317079,35.7944,-78.6989,TMAX,1892,2020,,
USC00317079,35.7944,-78.6989,TMIN,1892,2020,,
USC00029645,34.8775,-114.1344,PRCP,1950,2016,,
USC00317079,35.7944,-78.6989,SNOW,1892,2020,,
USC00317994,35.5172,-78.3442,TMAX,1892,2020,,
USC00317994,35.5172,-78.3442,TMIN,1892,2020,,
USC00030006,35.0236,-94.1594,PRCP,1941,2020,,
USC00350304,42.2128,-122.7144,TMAX,1892,2020,,
USC00350304,42.2128,-122.7144,TMIN,1892,2020,,
USC00030064,35.9308,-91.055,PRCP,1905,2020,,
USC00350304,42.2128,-122.7144,SNWD,1892,2020,,
USC00030130,34.7961,-92.8417,PRCP,1937,2020,,
USC00359390,42.2283,-123.2858,SNOW,1892,2020,,
USC00359390,42.2283,-123.2858,SNWD,1892,2020,,
USC00030150,34.2686,-93.4697,PRCP,1896,2018,,
USC00366233,41.0172,-80.3614,SNOW,1892,2020,,
USC00367863,40.6831,-79.6683,SNOW,1892,2020,,
USC00030178,34.0275,-93.4333,PRCP,1940,2020,,
USC00380165,34.5283,-82.6608,SNOW,1892,2020,,
USC00030220,34.1433,-93.0589,PRCP,1891,2020,,
USC00422996,40.2842,-109.8611,SNOW,1892,2020,,
USC00439984,43.6303,-72.5072,TMAX,1892,2020,,
USC00439984,43.6303,-72.5072,TMIN,1892,2020,,
USC00439984,43.6303,-72.5072,SNOW,1892,2020,,
USC00459238,47.7681,-118.7239,TMAX,1892,2020,,
USC00459238,47.7681,-118.7239,TMIN,1892,2020,,
USC00030234,33.6378,-91.2119,PRCP,1885,2019,,
USC00030240,34.025,-91.3444,PRCP,1963,2020,,
USC00462920,39.4583,-80.1353,SNOW,1892,2020,,
USC00462920,39.4583,-80.1353,WT01,1892,2020,,
USC00466442,40.5261,-80.6275,TMAX,1892,2020,,
USC00466442,40.5261,-80.6275,TMIN,1892,2020,,
USC00030286,33.6194,-94.0994,PRCP,1893,2020,,
USC00466442,40.5261,-80.6275,SNOW,1892,2020,,
USC00467730,39.3389,-78.7711,SNOW,1892,2020,,
USC00467730,39.3389,-78.7711,SNWD,1892,2020,,
USC00468384,38.8008,-81.3583,TMAX,1892,2020,,
USC00468384,38.8008,-81.3583,TMIN,1892,2020,,
USC00030300,34.3253,-93.9811,PRCP,1948,2013,,
USC00468384,38.8008,-81.3583,SNOW,1892,2020,,
USW00012835,26.585,-81.8614,TMAX,1892,2020,,
USW00012835,26.585,-81.8614,TMIN,1892,2020,,
USC00030326,35.2894,-91.3533,PRCP,1943,2020,,
USW00012841,28.5453,-81.3331,TMAX,1892,2020,,
USW00012841,28.5453,-81.3331,TMIN,1892,2020,,
USC00030458,35.8306,-91.7944,PRCP,1941,2020,,
USW00013977,33.4536,-94.0075,TMAX,1892,2020,,
USW00013977,33.4536,-94.0075,TMIN,1892,2020,,
USC00030460,35.7594,-91.6383,PRCP,1904,2020,,
USW00014828,43.9758,-84.4908,TMAX,1892,2020,,
USW00014828,43.9758,-84.4908,TMIN,1892,2020,,
USC00030536,35.4586,-91.0567,PRCP,1940,2020,,
USW00014828,43.9758,-84.4908,SNOW,1892,2020,,
USW00014914,46.9253,-96.8111,SNOW,1892,2020,,
USC00030582,34.5675,-92.6006,PRCP,1907,2020,,
USW00014992,44.5483,-95.0803,SNOW,1892,2020,,
USW00014992,44.5483,-95.0803,WT01,1892,2020,,
USW00024157,47.6217,-117.5281,SNWD,1892,2020,,
USC00030616,36.4294,-93.6256,PRCP,1946,2014,,
USW00024216,40.1519,-122.2536,SNOW,1892,2020,,
USC00030664,34.4619,-93.9983,PRCP,1944,2020,,
USW00093992,33.2208,-92.8142,TMAX,1892,2020,,
USW00093992,33.2208,-92.8142,TMIN,1892,2020,,
USC00030724,34.2872,-93.1444,PRCP,1965,2019,,
USW00093992,33.2208,-92.8142,SNOW,1892,2020,,
USC00030234,33.6378,-91.2119,SNWD,1892,2019,,
USC00082915,29.755,-81.5389,TMAX,1892,2019,,
USC00082915,29.755,-81.5389,TMIN,1892,2019,,
USC00030746,36.1367,-91.1172,PRCP,1892,2020,,
USC00145888,39.1131,-100.9447,WT01,1892,2019,,
USC00228374,33.4692,-88.7822,SNOW,1892,2019,,
USC00243749,47.4883,-111.2792,TMAX,1892,2019,,
USC00243749,47.4883,-111.2792,TMIN,1892,2019,,
USC00030764,34.5697,-93.1947,PRCP,1950,2020,,
USC00243749,47.4883,-111.2792,SNOW,1892,2019,,
USC00243749,47.4883,-111.2792,WT01,1892,2019,,
USC00274556,44.4958,-71.5767,TMAX,1892,2019,,
USC00274556,44.4958,-71.5767,TMIN,1892,2019,,
USC00309292,41.3906,-73.9608,SNWD,1892,2019,,
USC00356426,42.6922,-120.5403,TMAX,1892,2019,,
USC00356426,42.6922,-120.5403,TMIN,1892,2019,,
USC00030798,35.1161,-93.6506,PRCP,1939,2020,,
USC00356426,42.6922,-120.5403,SNOW,1892,2019,,
USC00356541,45.6703,-118.7964,TMAX,1892,2019,,
USC00356541,45.6703,-118.7964,TMIN,1892,2019,,
USC00030800,33.6919,-93.1622,PRCP,1941,2012,,
USC00356541,45.6703,-118.7964,SNOW,1892,2019,,
USC00467730,39.3389,-78.7711,WT04,1892,2019,,
USC00035754,34.2256,-92.0186,WT04,1892,2018,,
USC00030806,35.9239,-89.9044,PRCP,1926,2012,,
